ID	Sample.Name	Sample_name	host_subject_id	Date	study_day	SAMPLE_TYPE	Location	run_prefix..exp.	env_material	surcat	Bases
ERR1461716	SAMEA4039142	qiita_sid_10172:10172.4375	Staff 09-A.Shirt Hem.108	6/12/13	108	Shirt Hem	Staff 09-A		anthropogenic environmental material	Staff_Surface	12293622
ERR1461717	SAMEA4039143	qiita_sid_10172:10172.4376	Staff 09-B.Hand.108	6/12/13	108	Hand	Staff 09-B		sebum	Staff_Skin	14298967
ERR1461718	SAMEA4039144	qiita_sid_10172:10172.4377	Staff 09-B.Nose.108	6/12/13	108	Nose	Staff 09-B		sebum	Staff_Skin	914572
ERR1461719	SAMEA4039145	qiita_sid_10172:10172.4378	Staff 09-B.Shoe.108	6/12/13	108	Shoe	Staff 09-B		anthropogenic environmental material	Staff_Surface	393322
ERR1461720	SAMEA4039146	qiita_sid_10172:10172.4379	Staff 09-B.Personal Cell Phone.108	6/12/13	108	Personal Cell Phone	Staff 09-B		surface layer	Staff_Surface	12441241
ERR1461721	SAMEA4039147	qiita_sid_10172:10172.4380	Staff 09-B.Hospital Pager.108	6/12/13	108	Hospital Pager	Staff 09-B		surface layer	Staff_Surface	15610181
ERR1461722	SAMEA4039148	qiita_sid_10172:10172.4381	Staff 09-B.Shirt Hem.108	6/12/13	108	Shirt Hem	Staff 09-B		anthropogenic environmental material	Staff_Surface	14592528
ERR1461723	SAMEA4039149	qiita_sid_10172:10172.4383	Staff 09-C.Nose.108	6/12/13	108	Nose	Staff 09-C		sebum	Staff_Skin	20381796
ERR1461724	SAMEA4039150	qiita_sid_10172:10172.4384	Staff 09-C.Shoe.108	6/12/13	108	Shoe	Staff 09-C		anthropogenic environmental material	Staff_Surface	19885178
ERR1461725	SAMEA4039151	qiita_sid_10172:10172.4429	S10.Countertop.108	6/12/13	108	Countertop	S10		surface layer	Station_Surface	18519959
ERR1461726	SAMEA4039152	qiita_sid_10172:10172.4430	S10.Computer Mouse.108	6/12/13	108	Computer Mouse	S10		surface layer	Station_Surface	13066761
ERR1461727	SAMEA4039153	qiita_sid_10172:10172.4431	S10.Station Phone.108	6/12/13	108	Station Phone	S10		surface layer	Station_Surface	9198647
ERR1461728	SAMEA4039154	qiita_sid_10172:10172.4432	S10.Chair Armrest.108	6/12/13	108	Chair Armrest	S10		surface layer	Station_Surface	14729071
ERR1461729	SAMEA4039155	qiita_sid_10172:10172.4433	S10.Corridor Floor.108	6/12/13	108	Corridor Floor	S10		surface layer	Station_Surface	13232400
ERR1461730	SAMEA4039156	qiita_sid_10172:10172.4434	S10.Hot Tap Water Faucet Handle.108	6/12/13	108	Hot Tap Water Faucet Handle	S10		surface layer	Station_Surface	12613252
ERR1461731	SAMEA4039157	qiita_sid_10172:10172.4435	S10.Cold Tap Water Faucet Handle.108	6/12/13	108	Cold Tap Water Faucet Handle	S10		surface layer	Station_Surface	14317942
ERR1461732	SAMEA4039158	qiita_sid_10172:10172.4436	Staff 10-A.Hand.108	6/12/13	108	Hand	Staff 10-A		sebum	Staff_Skin	14303030
ERR1461733	SAMEA4039159	qiita_sid_10172:10172.4437	Staff 10-A.Nose.108	6/12/13	108	Nose	Staff 10-A		sebum	Staff_Skin	18253003
ERR1461734	SAMEA4039160	qiita_sid_10172:10172.4438	Staff 10-A.Shoe.108	6/12/13	108	Shoe	Staff 10-A		anthropogenic environmental material	Staff_Surface	24739657
ERR1461735	SAMEA4039161	qiita_sid_10172:10172.4439	Staff 10-A.Personal Cell Phone.108	6/12/13	108	Personal Cell Phone	Staff 10-A		surface layer	Staff_Surface	23065354
ERR1461736	SAMEA4039162	qiita_sid_10172:10172.4440	Staff 10-A.Hospital Pager.108	6/12/13	108	Hospital Pager	Staff 10-A		surface layer	Staff_Surface	22568270
ERR1461737	SAMEA4039163	qiita_sid_10172:10172.4441	Staff 10-A.Shirt Hem.108	6/12/13	108	Shirt Hem	Staff 10-A		anthropogenic environmental material	Staff_Surface	16927535
ERR1461738	SAMEA4039164	qiita_sid_10172:10172.4442	Staff 10-B.Hand.108	6/12/13	108	Hand	Staff 10-B		sebum	Staff_Skin	19183822
ERR1461739	SAMEA4039165	qiita_sid_10172:10172.4443	Staff 10-B.Nose.108	6/12/13	108	Nose	Staff 10-B		sebum	Staff_Skin	17525834
ERR1461740	SAMEA4039166	qiita_sid_10172:10172.4444	Staff 10-B.Shoe.108	6/12/13	108	Shoe	Staff 10-B		anthropogenic environmental material	Staff_Surface	17145
ERR1461741	SAMEA4039167	qiita_sid_10172:10172.4445	Staff 10-B.Personal Cell Phone.108	6/12/13	108	Personal Cell Phone	Staff 10-B		surface layer	Staff_Surface	24998791
ERR1461742	SAMEA4039168	qiita_sid_10172:10172.4446	Staff 10-B.Hospital Pager.108	6/12/13	108	Hospital Pager	Staff 10-B		surface layer	Staff_Surface	26238014
ERR1461743	SAMEA4039169	qiita_sid_10172:10172.4447	Staff 10-B.Shirt Hem.108	6/12/13	108	Shirt Hem	Staff 10-B		anthropogenic environmental material	Staff_Surface	13113672
ERR1461744	SAMEA4039170	qiita_sid_10172:10172.4448	Staff 10-C.Hand.108	6/12/13	108	Hand	Staff 10-C		sebum	Staff_Skin	10400378
ERR1461745	SAMEA4039171	qiita_sid_10172:10172.4449	Staff 10-C.Nose.108	6/12/13	108	Nose	Staff 10-C		sebum	Staff_Skin	13943719
ERR1461746	SAMEA4039172	qiita_sid_10172:10172.4450	Staff 10-C.Shoe.108	6/12/13	108	Shoe	Staff 10-C		anthropogenic environmental material	Staff_Surface	14609604
ERR1461747	SAMEA4039173	qiita_sid_10172:10172.4451	Staff 10-C.Personal Cell Phone.108	6/12/13	108	Personal Cell Phone	Staff 10-C		surface layer	Staff_Surface	14176083
ERR1461748	SAMEA4039174	qiita_sid_10172:10172.4452	Staff 10-C.Hospital Pager.108	6/12/13	108	Hospital Pager	Staff 10-C		surface layer	Staff_Surface	17539097
ERR1461749	SAMEA4039175	qiita_sid_10172:10172.4453	Staff 10-C.Shirt Hem.108	6/12/13	108	Shirt Hem	Staff 10-C		anthropogenic environmental material	Staff_Surface	21297660
ERR1461750	SAMEA4039176	qiita_sid_10172:10172.4454	Staff 10-D.Hand.108	6/12/13	108	Hand	Staff 10-D		sebum	Staff_Skin	21186268
ERR1461751	SAMEA4039177	qiita_sid_10172:10172.4455	Staff 10-D.Nose.108	6/12/13	108	Nose	Staff 10-D		sebum	Staff_Skin	23092624
ERR1461752	SAMEA4039178	qiita_sid_10172:10172.4456	Staff 10-D.Shoe.108	6/12/13	108	Shoe	Staff 10-D		anthropogenic environmental material	Staff_Surface	28372747
ERR1461753	SAMEA4039179	qiita_sid_10172:10172.4457	Staff 10-D.Personal Cell Phone.108	6/12/13	108	Personal Cell Phone	Staff 10-D		surface layer	Staff_Surface	27295022
ERR1461754	SAMEA4039180	qiita_sid_10172:10172.4458	Staff 10-D.Hospital Pager.108	6/12/13	108	Hospital Pager	Staff 10-D		surface layer	Staff_Surface	22213398
ERR1461755	SAMEA4039181	qiita_sid_10172:10172.4459	Staff 10-D.Shirt Hem.108	6/12/13	108	Shirt Hem	Staff 10-D		anthropogenic environmental material	Staff_Surface	21881048
ERR1461756	SAMEA4039182	qiita_sid_10172:10172.4485	R10016.Axilla.110	6/14/13	110	Axilla	R10016		sebum	Patient_Skin	23229225
ERR1461757	SAMEA4039183	qiita_sid_10172:10172.4486	R10016.Bedrail.110	6/14/13	110	Bedrail	R10016		surface layer	Room_Surface	23402570
ERR1461758	SAMEA4039184	qiita_sid_10172:10172.4487	R10016.Glove from Glove Box.110	6/14/13	110	Glove from Glove Box	R10016		surface layer	Glove	27383758
ERR1461759	SAMEA4039185	qiita_sid_10172:10172.4488	R10016.Floor.110	6/14/13	110	Floor	R10016		surface layer	Room_Surface	17463194
ERR1461760	SAMEA4039186	qiita_sid_10172:10172.4489	R10016.Cold Tap Faucet Handle.110	6/14/13	110	Cold Tap Faucet Handle	R10016		surface layer	Room_Surface	20358506
ERR1461761	SAMEA4039187	qiita_sid_10172:10172.4490	NA.BLANK.110	6/14/13	110	blank control			sterile water		17918967
ERR1461762	SAMEA4039188	qiita_sid_10172:10172.4491	R9016.Hand.111	6/15/13	111	Hand	R9016		sebum	Patient_Skin	16117798
ERR1461763	SAMEA4039189	qiita_sid_10172:10172.4492	R9016.Nose.111	6/15/13	111	Nose	R9016		sebum	Patient_Skin	21962572
ERR1461764	SAMEA4039190	qiita_sid_10172:10172.4493	R9016.Axilla.111	6/15/13	111	Axilla	R9016		sebum	Patient_Skin	25295857
ERR1461765	SAMEA4039191	qiita_sid_10172:10172.7510	Staff 09-D.Hand.206	9/18/13	206	Hand	Staff 09-D		sebum	Staff_Skin	20237435
ERR1461766	SAMEA4039192	qiita_sid_10172:10172.7511	Staff 09-D.Nose.206	9/18/13	206	Nose	Staff 09-D		sebum	Staff_Skin	11424207
ERR1461767	SAMEA4039193	qiita_sid_10172:10172.7512	Staff 09-D.Shoe.206	9/18/13	206	Shoe	Staff 09-D		anthropogenic environmental material	Staff_Surface	16212280
ERR1461768	SAMEA4039194	qiita_sid_10172:10172.7514	Staff 09-D.Hospital Pager.206	9/18/13	206	Hospital Pager	Staff 09-D		surface layer	Staff_Surface	14781495
ERR1461769	SAMEA4039195	qiita_sid_10172:10172.7515	Staff 09-D.Shirt Hem.206	9/18/13	206	Shirt Hem	Staff 09-D		anthropogenic environmental material	Staff_Surface	20632471
ERR1461770	SAMEA4039196	qiita_sid_10172:10172.7526	R10015.Bedrail.206	9/18/13	206	Bedrail	R10015		surface layer	Room_Surface	14395070
ERR1461771	SAMEA4039197	qiita_sid_10172:10172.7527	R10015.Glove from Glove Box.206	9/18/13	206	Glove from Glove Box	R10015		surface layer	Glove	14807237
ERR1461772	SAMEA4039198	qiita_sid_10172:10172.7528	R10015.Floor.206	9/18/13	206	Floor	R10015		surface layer	Room_Surface	19166326
ERR1461773	SAMEA4039199	qiita_sid_10172:10172.7529	R10015.Cold Tap Faucet Handle.206	9/18/13	206	Cold Tap Faucet Handle	R10015		surface layer	Room_Surface	19586286
ERR1461774	SAMEA4039200	qiita_sid_10172:10172.7533	R10016.Bedrail.206	9/18/13	206	Bedrail	R10016		surface layer	Room_Surface	13134840
ERR1461775	SAMEA4039201	qiita_sid_10172:10172.7534	R10016.Glove from Glove Box.206	9/18/13	206	Glove from Glove Box	R10016		surface layer	Glove	24641829
ERR1461776	SAMEA4039202	qiita_sid_10172:10172.7535	R10016.Floor.206	9/18/13	206	Floor	R10016		surface layer	Room_Surface	15654878
ERR1461777	SAMEA4039203	qiita_sid_10172:10172.7536	R10016.Cold Tap Faucet Handle.206	9/18/13	206	Cold Tap Faucet Handle	R10016		surface layer	Room_Surface	14464749
ERR1461778	SAMEA4039204	qiita_sid_10172:10172.7540	R10017.Bedrail.206	9/18/13	206	Bedrail	R10017		surface layer	Room_Surface	16041246
ERR1461779	SAMEA4039205	qiita_sid_10172:10172.7541	R10017.Glove from Glove Box.206	9/18/13	206	Glove from Glove Box	R10017		surface layer	Glove	18242962
ERR1461780	SAMEA4039206	qiita_sid_10172:10172.7542	R10017.Floor.206	9/18/13	206	Floor	R10017		surface layer	Room_Surface	12394695
ERR1461781	SAMEA4039207	qiita_sid_10172:10172.7543	R10017.Cold Tap Faucet Handle.206	9/18/13	206	Cold Tap Faucet Handle	R10017		surface layer	Room_Surface	16273445
ERR1461782	SAMEA4039208	qiita_sid_10172:10172.7547	R10018.Bedrail.206	9/18/13	206	Bedrail	R10018		surface layer	Room_Surface	5052679
ERR1461783	SAMEA4039209	qiita_sid_10172:10172.7548	R10018.Glove from Glove Box.206	9/18/13	206	Glove from Glove Box	R10018		surface layer	Glove	19033870
ERR1461784	SAMEA4039210	qiita_sid_10172:10172.7549	R10018.Floor.206	9/18/13	206	Floor	R10018		surface layer	Room_Surface	13466704
ERR1461785	SAMEA4039211	qiita_sid_10172:10172.7550	R10018.Cold Tap Faucet Handle.206	9/18/13	206	Cold Tap Faucet Handle	R10018		surface layer	Room_Surface	45313774
ERR1461786	SAMEA4039212	qiita_sid_10172:10172.7551	S10.Countertop.206	9/18/13	206	Countertop	S10		surface layer	Station_Surface	32331460
ERR1461787	SAMEA4039213	qiita_sid_10172:10172.7552	S10.Computer Mouse.206	9/18/13	206	Computer Mouse	S10		surface layer	Station_Surface	35958436
ERR1461788	SAMEA4039214	qiita_sid_10172:10172.7554	S10.Chair Armrest.206	9/18/13	206	Chair Armrest	S10		surface layer	Station_Surface	24612932
ERR1461789	SAMEA4039215	qiita_sid_10172:10172.7555	S10.Corridor Floor.206	9/18/13	206	Corridor Floor	S10		surface layer	Station_Surface	12845113
ERR1461790	SAMEA4039216	qiita_sid_10172:10172.7556	S10.Hot Tap Water.206	9/18/13	206	Hot Tap Water	S10		water	Water	28507106
ERR1461791	SAMEA4039217	qiita_sid_10172:10172.7557	S10.Cold Tap Water.206	9/18/13	206	Cold Tap Water	S10		water	Water	21376524
ERR1461792	SAMEA4039218	qiita_sid_10172:10172.7558	Staff 10-A.Hand.206	9/18/13	206	Hand	Staff 10-A		sebum	Staff_Skin	21749968
ERR1461793	SAMEA4039219	qiita_sid_10172:10172.7559	Staff 10-A.Nose.206	9/18/13	206	Nose	Staff 10-A		sebum	Staff_Skin	13118719
ERR1461794	SAMEA4039220	qiita_sid_10172:10172.7560	Staff 10-A.Shoe.206	9/18/13	206	Shoe	Staff 10-A		anthropogenic environmental material	Staff_Surface	26393786
ERR1461795	SAMEA4039221	qiita_sid_10172:10172.7561	Staff 10-A.Personal Cell Phone.206	9/18/13	206	Personal Cell Phone	Staff 10-A		surface layer	Staff_Surface	25119973
ERR1461796	SAMEA4039222	qiita_sid_10172:10172.7562	Staff 10-A.Hospital Pager.206	9/18/13	206	Hospital Pager	Staff 10-A		surface layer	Staff_Surface	35317252
ERR1461797	SAMEA4039223	qiita_sid_10172:10172.7563	Staff 10-A.Shirt Hem.206	9/18/13	206	Shirt Hem	Staff 10-A		anthropogenic environmental material	Staff_Surface	11907804
ERR1461798	SAMEA4039224	qiita_sid_10172:10172.7564	Staff 10-B.Hand.206	9/18/13	206	Hand	Staff 10-B		sebum	Staff_Skin	41008363
ERR1461799	SAMEA4039225	qiita_sid_10172:10172.7565	Staff 10-B.Nose.206	9/18/13	206	Nose	Staff 10-B		sebum	Staff_Skin	31712385
ERR1461800	SAMEA4039226	qiita_sid_10172:10172.7566	Staff 10-B.Shoe.206	9/18/13	206	Shoe	Staff 10-B		anthropogenic environmental material	Staff_Surface	22204480
ERR1461801	SAMEA4039227	qiita_sid_10172:10172.7567	Staff 10-B.Personal Cell Phone.206	9/18/13	206	Personal Cell Phone	Staff 10-B		surface layer	Staff_Surface	13675452
ERR1461802	SAMEA4039228	qiita_sid_10172:10172.7568	Staff 10-B.Hospital Pager.206	9/18/13	206	Hospital Pager	Staff 10-B		surface layer	Staff_Surface	25198030
ERR1461803	SAMEA4039229	qiita_sid_10172:10172.7569	Staff 10-B.Shirt Hem.206	9/18/13	206	Shirt Hem	Staff 10-B		anthropogenic environmental material	Staff_Surface	13493080
ERR1461804	SAMEA4039230	qiita_sid_10172:10172.7570	Staff 10-C.Hand.206	9/18/13	206	Hand	Staff 10-C		sebum	Staff_Skin	23570791
ERR1461805	SAMEA4039231	qiita_sid_10172:10172.7571	Staff 10-C.Nose.206	9/18/13	206	Nose	Staff 10-C		sebum	Staff_Skin	30050856
ERR1461806	SAMEA4039232	qiita_sid_10172:10172.7572	Staff 10-C.Shoe.206	9/18/13	206	Shoe	Staff 10-C		anthropogenic environmental material	Staff_Surface	389631
ERR1461807	SAMEA4039233	qiita_sid_10172:10172.7573	Staff 10-C.Personal Cell Phone.206	9/18/13	206	Personal Cell Phone	Staff 10-C		surface layer	Staff_Surface	30216946
ERR1461808	SAMEA4039234	qiita_sid_10172:10172.7574	Staff 10-C.Hospital Pager.206	9/18/13	206	Hospital Pager	Staff 10-C		surface layer	Staff_Surface	23982227
ERR1461809	SAMEA4039235	qiita_sid_10172:10172.7575	Staff 10-C.Shirt Hem.206	9/18/13	206	Shirt Hem	Staff 10-C		anthropogenic environmental material	Staff_Surface	19423858
ERR1461810	SAMEA4039236	qiita_sid_10172:10172.7593	R10016.Bedrail.207	9/19/13	207	Bedrail	R10016		surface layer	Room_Surface	23749922
ERR1461811	SAMEA4039237	qiita_sid_10172:10172.7594	R10016.Glove from Glove Box.207	9/19/13	207	Glove from Glove Box	R10016		surface layer	Glove	26215765
ERR1461812	SAMEA4039238	qiita_sid_10172:10172.7595	R10016.Floor.207	9/19/13	207	Floor	R10016		surface layer	Room_Surface	35341698
ERR1461813	SAMEA4039239	qiita_sid_10172:10172.7596	R10016.Cold Tap Faucet Handle.207	9/19/13	207	Cold Tap Faucet Handle	R10016		surface layer	Room_Surface	26987013
ERR1461814	SAMEA4039240	qiita_sid_10172:10172.7597	NA.BLANK.207	9/19/13	207	blank control			sterile water		21760763
ERR1461815	SAMEA4039241	qiita_sid_10172:10172.7601	R9016.Bedrail.208	9/20/13	208	Bedrail	R9016		surface layer	Room_Surface	23190863
ERR1461816	SAMEA4039242	qiita_sid_10172:10172.7602	R9016.Glove from Glove Box.208	9/20/13	208	Glove from Glove Box	R9016		surface layer	Glove	28626611
ERR1461817	SAMEA4039243	qiita_sid_10172:10172.7603	R9016.Floor.208	9/20/13	208	Floor	R9016		surface layer	Room_Surface	34769363
ERR1461818	SAMEA4039244	qiita_sid_10172:10172.7604	R9016.Cold Tap Faucet Handle.208	9/20/13	208	Cold Tap Faucet Handle	R9016		surface layer	Room_Surface	30176047
ERR1461819	SAMEA4039245	qiita_sid_10172:10172.7608	R10016.Bedrail.208	9/20/13	208	Bedrail	R10016		surface layer	Room_Surface	32645415
ERR1461820	SAMEA4039246	qiita_sid_10172:10172.7609	R10016.Glove from Glove Box.208	9/20/13	208	Glove from Glove Box	R10016		surface layer	Glove	28393935
ERR1461821	SAMEA4039247	qiita_sid_10172:10172.7610	R10016.Floor.208	9/20/13	208	Floor	R10016		surface layer	Room_Surface	27420340
ERR1461822	SAMEA4039248	qiita_sid_10172:10172.7611	R10016.Cold Tap Faucet Handle.208	9/20/13	208	Cold Tap Faucet Handle	R10016		surface layer	Room_Surface	22951310
ERR1461823	SAMEA4039249	qiita_sid_10172:10172.7612	NA.BLANK.208	9/20/13	208	blank control			sterile water		19897499
ERR1461824	SAMEA4039250	qiita_sid_10172:10172.7623	R10016.Bedrail.209	9/21/13	209	Bedrail	R10016		surface layer	Room_Surface	18051424
ERR1461825	SAMEA4039251	qiita_sid_10172:10172.7624	R10016.Glove from Glove Box.209	9/21/13	209	Glove from Glove Box	R10016		surface layer	Glove	24571761
ERR1461826	SAMEA4039252	qiita_sid_10172:10172.7625	R10016.Floor.209	9/21/13	209	Floor	R10016		surface layer	Room_Surface	17434517
ERR1461827	SAMEA4039253	qiita_sid_10172:10172.7626	R10016.Cold Tap Faucet Handle.209	9/21/13	209	Cold Tap Faucet Handle	R10016		surface layer	Room_Surface	23310978
ERR1461828	SAMEA4039254	qiita_sid_10172:10172.7627	NA.BLANK.209	9/21/13	209	blank control			sterile water		21514371
ERR1461829	SAMEA4039255	qiita_sid_10172:10172.7631	R9016.Bedrail.210	9/22/13	210	Bedrail	R9016		surface layer	Room_Surface	23896168
ERR1461830	SAMEA4039256	qiita_sid_10172:10172.7632	R9016.Glove from Glove Box.210	9/22/13	210	Glove from Glove Box	R9016		surface layer	Glove	14666684
ERR1461831	SAMEA4039257	qiita_sid_10172:10172.7633	R9016.Floor.210	9/22/13	210	Floor	R9016		surface layer	Room_Surface	23748139
ERR1461832	SAMEA4039258	qiita_sid_10172:10172.7634	R9016.Cold Tap Faucet Handle.210	9/22/13	210	Cold Tap Faucet Handle	R9016		surface layer	Room_Surface	8619237
ERR1461833	SAMEA4039259	qiita_sid_10172:10172.7638	R10016.Bedrail.210	9/22/13	210	Bedrail	R10016		surface layer	Room_Surface	6151621
ERR1461834	SAMEA4039260	qiita_sid_10172:10172.7639	R10016.Glove from Glove Box.210	9/22/13	210	Glove from Glove Box	R10016		surface layer	Glove	20634898
ERR1461835	SAMEA4039261	qiita_sid_10172:10172.7640	R10016.Floor.210	9/22/13	210	Floor	R10016		surface layer	Room_Surface	10181375
ERR1461836	SAMEA4039262	qiita_sid_10172:10172.7641	R10016.Cold Tap Faucet Handle.210	9/22/13	210	Cold Tap Faucet Handle	R10016		surface layer	Room_Surface	46363555
ERR1461837	SAMEA4039263	qiita_sid_10172:10172.7642	NA.BLANK.210	9/22/13	210	blank control			sterile water		14026439
ERR1461838	SAMEA4039264	qiita_sid_10172:10172.7646	R9016.Bedrail.211	9/23/13	211	Bedrail	R9016		surface layer	Room_Surface	21138067
ERR1461839	SAMEA4039265	qiita_sid_10172:10172.7647	R9016.Glove from Glove Box.211	9/23/13	211	Glove from Glove Box	R9016		surface layer	Glove	13265338
ERR1461840	SAMEA4039266	qiita_sid_10172:10172.7648	R9016.Floor.211	9/23/13	211	Floor	R9016		surface layer	Room_Surface	25282512
ERR1461841	SAMEA4039267	qiita_sid_10172:10172.7649	R9016.Cold Tap Faucet Handle.211	9/23/13	211	Cold Tap Faucet Handle	R9016		surface layer	Room_Surface	3548460
ERR1461842	SAMEA4039268	qiita_sid_10172:10172.7653	R10016.Bedrail.211	9/23/13	211	Bedrail	R10016		surface layer	Room_Surface	1680710
ERR1461843	SAMEA4039269	qiita_sid_10172:10172.7654	R10016.Glove from Glove Box.211	9/23/13	211	Glove from Glove Box	R10016		surface layer	Glove	17613102
ERR1461844	SAMEA4039270	qiita_sid_10172:10172.7655	R10016.Floor.211	9/23/13	211	Floor	R10016		surface layer	Room_Surface	10626145
ERR1461845	SAMEA4039271	qiita_sid_10172:10172.7656	R10016.Cold Tap Faucet Handle.211	9/23/13	211	Cold Tap Faucet Handle	R10016		surface layer	Room_Surface	21780217
ERR1461846	SAMEA4039272	qiita_sid_10172:10172.7657	NA.BLANK.211	9/23/13	211	blank control			sterile water		12728530
ERR1461847	SAMEA4039273	qiita_sid_10172:10172.7673	R9014.Hand.213	9/25/13	213	Hand	R9014		sebum	Patient_Skin	14214286
ERR1461848	SAMEA4039274	qiita_sid_10172:10172.7674	R9014.Nose.213	9/25/13	213	Nose	R9014		sebum	Patient_Skin	26153918
ERR1461849	SAMEA4039275	qiita_sid_10172:10172.7675	R9014.Axilla.213	9/25/13	213	Axilla	R9014		sebum	Patient_Skin	11310713
ERR1461850	SAMEA4039276	qiita_sid_10172:10172.7676	R9014.Bedrail.213	9/25/13	213	Bedrail	R9014		surface layer	Room_Surface	38963408
ERR1461851	SAMEA4039277	qiita_sid_10172:10172.7677	R9014.Glove from Glove Box.213	9/25/13	213	Glove from Glove Box	R9014		surface layer	Glove	2952064
ERR1461852	SAMEA4039278	qiita_sid_10172:10172.7678	R9014.Floor.213	9/25/13	213	Floor	R9014		surface layer	Room_Surface	21689526
ERR1461853	SAMEA4039279	qiita_sid_10172:10172.7679	R9014.Cold Tap Faucet Handle.213	9/25/13	213	Cold Tap Faucet Handle	R9014		surface layer	Room_Surface	2483406
ERR1461854	SAMEA4039280	qiita_sid_10172:10172.7680	R9015.Hand.213	9/25/13	213	Hand	R9015		sebum	Patient_Skin	24545635
ERR1461855	SAMEA4039281	qiita_sid_10172:10172.7681	R9015.Nose.213	9/25/13	213	Nose	R9015		sebum	Patient_Skin	11602254
ERR1461856	SAMEA4039282	qiita_sid_10172:10172.7682	R9015.Axilla.213	9/25/13	213	Axilla	R9015		sebum	Patient_Skin	10638502
ERR1461857	SAMEA4039283	qiita_sid_10172:10172.7683	R9015.Bedrail.213	9/25/13	213	Bedrail	R9015		surface layer	Room_Surface	18055219
ERR1461858	SAMEA4039284	qiita_sid_10172:10172.7684	R9015.Glove from Glove Box.213	9/25/13	213	Glove from Glove Box	R9015		surface layer	Glove	6269947
ERR1461859	SAMEA4039285	qiita_sid_10172:10172.7685	R9015.Floor.213	9/25/13	213	Floor	R9015		surface layer	Room_Surface	28568394
ERR1461860	SAMEA4039286	qiita_sid_10172:10172.8107	R9016.Bedrail.226	10/8/13	226	Bedrail	R9016		surface layer	Room_Surface	17440693
ERR1461861	SAMEA4039287	qiita_sid_10172:10172.8108	R9016.Glove from Glove Box.226	10/8/13	226	Glove from Glove Box	R9016		surface layer	Glove	21708373
ERR1461862	SAMEA4039288	qiita_sid_10172:10172.8109	R9016.Floor.226	10/8/13	226	Floor	R9016		surface layer	Room_Surface	10500135
ERR1461863	SAMEA4039289	qiita_sid_10172:10172.8110	R9016.Cold Tap Faucet Handle.226	10/8/13	226	Cold Tap Faucet Handle	R9016		surface layer	Room_Surface	21314258
ERR1461864	SAMEA4039290	qiita_sid_10172:10172.8111	R10016.Hand.226	10/8/13	226	Hand	R10016		sebum	Patient_Skin	10335975
ERR1461865	SAMEA4039291	qiita_sid_10172:10172.8112	R10016.Nose.226	10/8/13	226	Nose	R10016		sebum	Patient_Skin	11199032
ERR1461866	SAMEA4039292	qiita_sid_10172:10172.8113	R10016.Axilla.226	10/8/13	226	Axilla	R10016		sebum	Patient_Skin	13969953
ERR1461867	SAMEA4039293	qiita_sid_10172:10172.8114	R10016.Bedrail.226	10/8/13	226	Bedrail	R10016		surface layer	Room_Surface	21227606
ERR1461868	SAMEA4039294	qiita_sid_10172:10172.8115	R10016.Glove from Glove Box.226	10/8/13	226	Glove from Glove Box	R10016		surface layer	Glove	12556682
ERR1461869	SAMEA4039295	qiita_sid_10172:10172.8116	R10016.Floor.226	10/8/13	226	Floor	R10016		surface layer	Room_Surface	29504320
ERR1461870	SAMEA4039296	qiita_sid_10172:10172.9936	R9018.Floor.283	12/4/13	283	Floor	R9018		surface layer	Room_Surface	13372243
ERR1461871	SAMEA4039297	qiita_sid_10172:10172.9937	R9018.Cold Tap Faucet Handle.283	12/4/13	283	Cold Tap Faucet Handle	R9018		surface layer	Room_Surface	19864963
ERR1461872	SAMEA4039298	qiita_sid_10172:10172.9938	S09.Countertop.283	12/4/13	283	Countertop	S09		surface layer	Station_Surface	22511597
ERR1461873	SAMEA4039299	qiita_sid_10172:10172.9939	S09.Computer Mouse.283	12/4/13	283	Computer Mouse	S09		surface layer	Station_Surface	25050628
ERR1461874	SAMEA4039300	qiita_sid_10172:10172.9940	S09.Station Phone.283	12/4/13	283	Station Phone	S09		surface layer	Station_Surface	7775877
ERR1461875	SAMEA4039301	qiita_sid_10172:10172.9941	S09.Chair Armrest.283	12/4/13	283	Chair Armrest	S09		surface layer	Station_Surface	15646434
ERR1461876	SAMEA4039302	qiita_sid_10172:10172.9942	S09.Corridor Floor.283	12/4/13	283	Corridor Floor	S09		surface layer	Station_Surface	24024190
ERR1461877	SAMEA4039303	qiita_sid_10172:10172.9943	S09.Hot Tap Water.283	12/4/13	283	Hot Tap Water	S09		water	Water	10248098
ERR1461878	SAMEA4039304	qiita_sid_10172:10172.9957	Staff 09-C.Hand.283	12/4/13	283	Hand	Staff 09-C		sebum	Staff_Skin	27163912
ERR1461879	SAMEA4039305	qiita_sid_10172:10172.9958	Staff 09-C.Nose.283	12/4/13	283	Nose	Staff 09-C		sebum	Staff_Skin	19051707
ERR1461880	SAMEA4039306	qiita_sid_10172:10172.9959	Staff 09-C.Shoe.283	12/4/13	283	Shoe	Staff 09-C		anthropogenic environmental material	Staff_Surface	15325321
ERR1461881	SAMEA4039307	qiita_sid_10172:10172.9960	Staff 09-C.Personal Cell Phone.283	12/4/13	283	Personal Cell Phone	Staff 09-C		surface layer	Staff_Surface	23418181
ERR1461882	SAMEA4039308	qiita_sid_10172:10172.9961	Staff 09-C.Hospital Pager.283	12/4/13	283	Hospital Pager	Staff 09-C		surface layer	Staff_Surface	16979237
